"SDU_ID","baselin","prt_crl","pxl_cnt","area_ha","prt_cr_","cv","lob","rec","targ","sum","sum_pop","cv_rs","rec_rs","lob_rs","targ_rs","target","bio","bio_kg_ha","bio_total","est_catch","ID","f","est_catch_rs"
483,999.999999529,4.71173604e-07,11159,1004.31,297.99,0,1401.877319,6.590178,6501323,1,1,0,0.00102958043222,0.048652135129093,0.23894629807188,NA,2740.80328367285,274.080328367285,81673.1970501672,11613.5922250294,21,0.14219588120073,0.326711442381948
484,138.000009881,861.999990119,11160,1004.4,86.85,2.922004,408.580963,1.428632,2435911,1,1,0.476221317768751,0.000223186067331,0.014169968284636,0.089478176023691,1,3427.62807377049,342.762807377049,29768.9498206967,3578.01421122583,22,0.120192826175488,0.100656038300823
485,999.999998725,1.27528624e-06,11159,1004.31,108.72,0,511.467163,0.957434,2526809,1,1,0,0.00014957025301,0.01774165068633,0.092820113657057,NA,2198.64419588875,219.864419588875,23903.6596977025,3814.17405584194,23,0.159564439256493,0.10729964365326
514,999.999985094,1.4906329697e-05,11095,998.55,7.02,0,33.025204,0.013651,63647,1,1,0,2.121931736e-06,0.001132594027687,0.002259993688783,NA,1261.28042328042,126.128042328042,885.418857142855,167.869870642315,24,0.189593737797737,0.00472248435344757
519,999.999999495,5.05012955e-07,11093,998.37,285.75,0,1344.294983,5.319763,6669919,1,1,0,0.000831102011788,0.046653171068416,0.245144864786603,NA,2848.97674418605,284.897674418605,81409.5104651164,11293.9777192202,25,0.138730446291771,0.317720105836304
520,999.999999233,7.67028194e-07,11094,998.46,319.5,2.165122,1503.069771,7.221088,7068968,1,1,0.352866475189669,0.001128148238988,0.052165019267031,0.259816220269198,NA,2723.96622572474,272.396622572474,87030.7209119054,12422.3535887719,26,0.142735271621455,0.349463368450236
521,999.999998835,1.164732841e-06,11092,998.28,114.12,0,536.871212,1.4234,2391927,1,1,0,0.000222368665856,0.018623549276666,0.087861069103121,NA,2038.5956180687,203.85956180687,23264.4531934,3831.46329037466,27,0.164691740593397,0.107786021222096
549,999.999909908,9.009209535e-05,11094,998.46,1.17,0,5.5042,0.000635,12146,1,1,0,8.8426842e-08,0.000177205592078,0.000366518254164,NA,1136.38740588638,113.638740588638,132.957326488706,25.7398468804286,28,0.193594798874171,0.000724108642532784
554,999.99999936,6.40263592e-07,11093,998.37,196.47,0,924.282166,1.914322,3248058,1,1,0,0.000299065983752,0.032072475241717,0.119337409704575,NA,2043.27049180328,204.327049180328,40144.135352459,6605.39538676515,29,0.164541976773714,0.185821769225038
555,999.999999569,4.31471079e-07,11094,998.46,365.49,0,1719.427307,6.809551,9763180,1,1,0,0.001063853332435,0.059675845828855,0.358871078187583,NA,3229.35730115735,322.935730115735,118029.78,14936.0325004288,30,0.126544610185911,0.420177721683904
557,999.999999589,4.11104361e-07,11094,998.46,323.46,0,1521.699585,3.807755,5992014,1,1,0,0.000594879234568,0.052811751081508,0.220221145548042,NA,1988.81952142761,198.881952142761,64330.3562400975,10697.2609690641,31,0.166286362990734,0.300933379872496
586,999.999967201,3.2799365935e-05,11094,998.46,3.15,0,14.819,0.001709,28170,1,1,0,2.56219117e-07,0.000500567784824,0.000955653423662,NA,1157.24623115578,115.724623115578,364.532562814071,70.3280160820544,32,0.192926567490008,0.00197845482507207
588,999.99985981,0.000140190117404,11094,998.46,0.72,0,3.3872,0.001032,4302,1,1,0,1.50450616e-07,0.000103714184636,7.8127323713e-05,NA,996.679591836735,99.6679591836735,71.7609306122449,14.2137209236789,33,0.198070465396857,0.000399857785137437
591,999.999999309,6.90799907e-07,11093,998.37,203.31,0,956.46051,3.140631,4628884,1,1,0,0.00049065367225,0.033189542690806,0.170104581419352,NA,2849.82301656495,284.982301656495,57939.751749782,8036.43680769643,34,0.138703335188637,0.226079563513109
592,999.999999348,6.51797738e-07,11094,998.46,353.34,2.068486,1662.268188,5.815318,8408283,1,1,0.337116967911821,0.00090852314869,0.057691573696843,0.309057206885308,NA,2985.54019781892,298.554019781892,105491.077349734,14173.3077305522,35,0.134355512206625,0.398720888614652
593,999.99999236,7.639714077e-06,11093,998.37,15.48,0,72.824799,0.18223,258855,1,1,0,2.8459225957e-05,0.002514232314028,0.009436971856994,NA,1721.71898734177,172.171898734177,2665.22099240506,465.995689277311,36,0.17484317083095,0.0131093051002292
594,999.999993767,6.23251831e-06,11093,998.37,20.34,0,95.688393,0.260613,417163,1,1,0,4.0705093669e-05,0.003307939306115,0.015257292027546,NA,1963.14509803922,196.314509803922,3993.03712941177,667.271908300341,37,0.167108866427856,0.0187715707076333
621,999.999969174,3.0825749979e-05,11094,998.46,3.42,0,16.089201,0.001856,35749,1,1,0,2.79185099e-07,0.000544662664005,0.001234301417274,NA,1483.60526315789,148.360526315789,507.392999999998,92.5846907280038,38,0.182471359928111,0.00260457550636588
623,999.999984951,1.5048999465e-05,11093,998.37,6.93,0,32.601803,0.001094,61149,1,1,0,1.60136948e-07,0.001117895711484,0.002168152721895,NA,999.279345506284,99.9279345506284,692.500586435855,137.106238208557,39,0.197987179930362,0.00385704749889023
624,999.99999395,6.049883876e-06,11094,998.46,17.64,0,82.986397,0.041814,162734,1,1,0,6.521870146e-06,0.002866991000321,0.00590300645339,NA,1169.36585365854,116.936585365854,2062.76136585366,397.160575746726,40,0.192538304391969,0.0111728483354021
626,999.999999284,7.16406584e-07,11093,998.37,186.21,0,876.014465,1.180828,3769988,1,1,0,0.000184471358754,0.03039686764583,0.138526583382572,NA,2555.50120134551,255.550120134551,47585.9878702547,7049.01714171136,41,0.148132201456673,0.198301654916058
627,886.243670859,113.756329141,11093,998.37,165.6,1.898447,779.055908,2.991662,3429118,1,1,0.309404412880384,0.00046738007125,0.027030962677714,0.125994225342952,NA,2585.48650107991,258.548650107991,42815.6564578833,6301.24845985597,42,0.147171595186316,0.177265563766715
628,999.999946127,5.3873053821e-05,11095,998.55,2.43,0,11.4318,0.044132,57593,1,1,0,6.884013995e-06,0.000382981532917,0.002037413539248,NA,3111.77777777778,311.177777777778,756.162,98.536511340937,43,0.130311376849057,0.00277201103015318
629,999.99999953,4.69504886e-07,11094,998.46,279.81,0,1316.350342,4.444479,5099586,1,1,0,0.000694355369352,0.045683076123891,0.187410316725964,NA,2011.42999830709,201.142999830709,56281.8227826307,9318.13203609368,44,0.165562015858686,0.262135978156397
658,999.999908754,9.1245994749e-05,11157,1004.13,1.17,0,5.5042,0.000178,13243,1,1,0,1.7029197e-08,0.000177205592078,0.0004068503361,NA,1501.78288100209,150.178288100209,175.708597077245,31.9594651350938,45,0.181889023455374,0.00089907780036729
660,999.999997885,2.115465001e-06,11158,1004.22,49.86,0,234.563599,0.12828,322734,1,1,0,2.0030554395e-05,0.008128975842617,0.011785534356518,NA,1077.92272406493,107.792272406493,5374.52270218774,1050.54595654024,46,0.195467767977351,0.0295537658029762
661,999.999925344,7.4655866641e-05,11159,1004.31,1.44,0,6.7744,0.00528,17259,1,1,0,8.14120621e-07,0.000221300436544,0.000554501786469,NA,1153.20408163265,115.320408163265,166.061387755102,32.0591574732362,47,0.193056061415766,0.00090188232690463
663,999.999999504,4.96221799e-07,11160,1004.4,294.03,0,1383.247803,4.936182,7002550,1,1,0,0.000771174703792,0.048005413659651,0.257374309405011,NA,2955.13798449612,295.513798449612,86889.9221581394,11758.7675208106,48,0.135329474681881,0.330795487125716
664,999.999999053,9.47145312e-07,11159,1004.31,315.63,2.212805,1484.86377,6.044813,8533799,1,1,0.360637738026807,0.000944377420796,0.051533000071289,0.313671902962114,NA,3341.50949913644,334.150949913644,105468.064321243,12967.4791554693,49,0.122951712813955,0.364798740721284
666,999.999999521,4.79214367e-07,11160,1004.4,278.73,0,1311.269531,4.585453,5361359,1,1,0,0.000716379902156,0.045506696364166,0.197034610330873,NA,2020.04822850008,202.004822850008,56304.8042729827,9306.39154577149,50,0.165285923038668,0.261805696840064
694,999.999976778,2.3221619891e-05,11095,998.55,4.59,0,21.5934,0.002118,50564,1,1,0,3.20117665e-07,0.00073574028864,0.001778986735304,NA,1434.1677148847,143.41677148847,658.282981132077,121.160364027844,51,0.184055136621456,0.00340846109662324
695,999.999974443,2.555709318e-05,11093,998.37,4.14,0,19.476406,0.005937,43699,1,1,0,9.16764499e-07,0.000662249089487,0.00152658952246,NA,1307.6860551827,130.76860551827,541.382026845638,101.837798349297,52,0.188107091294949,0.00286488222963387
696,999.999998976,1.024324036e-06,11094,998.46,105.21,0,494.954582,0.389768,706123,1,1,0,6.0883130288e-05,0.017168418367863,0.025881137420595,NA,1250.42679558011,125.042679558011,13155.7403162983,2498.82030735918,53,0.189941443604162,0.0702963537079549
